Date,Open,High,Low,Close,Adj Close,Volume
2024-01-01,250.0800018310547,251.25,180.05999755859375,187.2899932861328,187.2899932861328,2343784600
2024-02-01,188.5,205.60000610351562,175.00999450683594,201.8800048828125,201.8800048828125,2019907700
2024-03-01,200.52000427246094,204.52000427246094,160.50999450683594,175.7899932861328,175.7899932861328,1898904200
2024-04-01,176.1699981689453,198.8699951171875,138.8000030517578,183.27999877929688,183.27999877929688,2478540800
2024-05-01,182.0,187.55999755859375,167.75,178.0800018310547,178.0800018310547,1668180900
2024-06-01,178.1300048828125,203.1999969482422,167.41000366210938,197.8800048828125,197.8800048828125,1407037300
2024-07-01,201.02000427246094,271.0,200.85000610351562,232.07000732421875,232.07000732421875,2946114300
2024-08-01,227.69000244140625,231.8699951171875,182.0,214.11000061035156,214.11000061035156,1618373100
2024-09-01,215.25999450683594,235.0,209.63999938964844,230.2899932861328,230.2899932861328,809281038
