Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-10-01,33.220001220703125,33.68000030517578,32.720001220703125,33.2400016784668,32.54192352294922,225500,BYDDY_diario
2020-10-02,32.27000045776367,32.970001220703125,32.15999984741211,32.15999984741211,31.484601974487305,162200,BYDDY_diario
2020-10-05,32.439998626708984,32.439998626708984,32.20000076293945,32.36000061035156,31.680404663085938,152300,BYDDY_diario
2020-10-06,31.989999771118164,31.989999771118164,31.299999237060547,31.360000610351562,30.701406478881836,173400,BYDDY_diario
2020-10-07,31.489999771118164,31.799999237060547,31.329999923706055,31.780000686645508,31.112585067749023,117700,BYDDY_diario
2020-10-08,33.060001373291016,33.400001525878906,33.04999923706055,33.279998779296875,32.58108139038086,166400,BYDDY_diario
2020-10-09,32.209999084472656,32.52000045776367,32.0,32.52000045776367,31.837045669555664,89000,BYDDY_diario
2020-10-12,33.849998474121094,33.849998474121094,33.2400016784668,33.279998779296875,32.58108139038086,92900,BYDDY_diario
2020-10-13,33.29999923706055,33.689998626708984,33.279998779296875,33.599998474121094,32.89436340332031,112100,BYDDY_diario
2020-10-14,34.63999938964844,34.72999954223633,34.400001525878906,34.5,33.77546310424805,326100,BYDDY_diario
2020-10-15,34.84000015258789,35.16999816894531,34.65999984741211,35.060001373291016,34.32370376586914,215600,BYDDY_diario
2020-10-16,34.119998931884766,34.119998931884766,33.459999084472656,33.560001373291016,32.85520553588867,217300,BYDDY_diario
2020-10-19,33.18000030517578,33.20000076293945,32.65999984741211,32.65999984741211,31.97410011291504,135200,BYDDY_diario
2020-10-20,35.7400016784668,36.04999923706055,35.709999084472656,35.79999923706055,35.048160552978516,207700,BYDDY_diario
2020-10-21,36.20000076293945,36.4900016784668,35.900001525878906,35.9900016784668,35.23417282104492,247600,BYDDY_diario
2020-10-22,37.970001220703125,38.349998474121094,37.83000183105469,37.970001220703125,37.17258834838867,215600,BYDDY_diario
2020-10-23,35.869998931884766,35.869998931884766,35.349998474121094,35.7599983215332,35.008995056152344,208300,BYDDY_diario
2020-10-26,34.0,34.97999954223633,34.0,34.619998931884766,33.892940521240234,343300,BYDDY_diario
2020-10-27,36.209999084472656,36.79999923706055,36.209999084472656,36.75,35.97821044921875,192600,BYDDY_diario
2020-10-28,37.560001373291016,37.72999954223633,36.599998474121094,36.91999816894531,36.14463806152344,286500,BYDDY_diario
2020-10-29,39.70000076293945,42.4900016784668,39.70000076293945,41.5,40.628456115722656,286300,BYDDY_diario
2020-10-30,41.45000076293945,41.45000076293945,40.25,40.689998626708984,39.83546447753906,295300,BYDDY_diario
2020-11-02,44.9900016784668,45.0,44.58000183105469,44.63999938964844,43.702510833740234,455000,BYDDY_diario
2020-11-03,45.130001068115234,45.130001068115234,43.689998626708984,44.459999084472656,43.52628707885742,227100,BYDDY_diario
2020-11-04,44.81999969482422,46.04999923706055,44.81999969482422,45.86000061035156,44.896888732910156,372600,BYDDY_diario
2020-11-05,50.599998474121094,51.7599983215332,50.279998779296875,51.7599983215332,50.6729850769043,431700,BYDDY_diario
2020-11-06,50.900001525878906,51.08000183105469,50.400001525878906,51.06999969482422,49.99747085571289,307800,BYDDY_diario
2020-11-09,51.709999084472656,52.0,50.540000915527344,50.70000076293945,49.63524627685547,323800,BYDDY_diario
2020-11-10,47.0,47.290000915527344,43.7599983215332,45.38999938964844,44.43675994873047,535000,BYDDY_diario
2020-11-11,42.060001373291016,43.20000076293945,41.02000045776367,43.02000045776367,42.11653518676758,325700,BYDDY_diario
2020-11-12,45.86000061035156,47.47999954223633,45.86000061035156,47.209999084472656,46.218536376953125,525100,BYDDY_diario
2020-11-13,48.0,49.70000076293945,46.5,47.150001525878906,46.1598014831543,463800,BYDDY_diario
2020-11-16,46.11000061035156,47.0,45.18000030517578,46.790000915527344,45.8073616027832,846700,BYDDY_diario
